id,school_type,school_level,charter,year,state,zip_code,percent_college,rate_unemployment,percent_married,median_income,average_act,percent_lunch,fte_teachers
100001600143.0,Regular School,High,Yes,2016-2017,DE,19804,0.445283018867925,0.117962466487936,0.346494762288477,42820.0,20.4334554334554,0.0669014084507042,25.0
100008000024.0,Regular School,High,No,2016-2017,DE,19709,0.66276459268762,0.0639844886088221,0.767619047619048,89320.0,19.4981684981685,0.112412177985948,87.0
100008000225.0,Regular School,High,No,2016-2017,DE,19709,0.701864406779661,0.0564599930723935,0.713090418353576,84140.0,19.5543345543346,0.096816114359974,95.0
100017000029.0,Regular School,High,No,2016-2017,DE,19958,0.69206204379562,0.0447385003150599,0.64128256513026,56500.0,17.7374847374847,0.296960249415433,98.0
100018000040.0,Regular School,High,No,2016-2017,DE,19934,0.640060240963855,0.0770135214579659,0.834401709401709,54015.0,18.2454212454212,0.262641138929799,134.0
100019000050.0,Regular School,High,No,2016-2017,DE,19904,0.673491975650249,0.0801201802704056,0.483333333333333,50649.0,17.034188034188,0.425117924528302,115.0
100020000238.0,Regular School,High,No,2016-2017,DE,19711,0.750750750750751,0.0750577367205543,0.5086501686556216,12825.0,18.3870573870574,0.338928340865074,75.0
100020000239.0,Regular School,High,No,2016-2017,DE,19702,0.616605270614905,0.0754244364041191,0.595445411922304,59861.0,15.5445665445665,0.372116349047141,50.0
100020000240.0,Regular School,High,No,2016-2017,DE,19713,0.594220349187237,0.114201183431953,0.672058823529412,62078.0,14.980463980464,0.352800953516091,57.0
100023000209.0,Regular School,High,No,2016-2017,DE,19720,0.54045643153527,0.0399305555555556,0.840810419681621,61031.0,15.1050061050061,0.35893918609968,129.0
100027000080.0,Regular School,High,No,2016-2017,DE,19940,0.552924117931368,0.092850049652433,0.433151432469304,55347.0,17.8522588522588,0.171474358974359,37.0
100068000085.0,Regular School,High,No,2016-2017,DE,19945,0.465486725663717,0.107710189848896,0.513728323699422,46644.0,18.008547008547,0.304395604395604,65.0
100068000090.0,Regular School,High,No,2016-2017,DE,19947,0.415671870217325,0.0533126293995859,0.618326693227092,59500.0,16.0720390720391,0.447068403908795,104.0
100079000095.0,Regular School,High,No,2016-2017,DE,19943,0.53248136315229,0.139567835635848,0.508990318118949,40625.0,17.1782661782662,0.389887640449438,63.0
100081000100.0,Regular School,High,No,2016-2017,DE,19956,0.431226765799257,0.0787576261785912,0.463045414069457,39428.0,16.1648351648352,0.465553235908142,32.0
100108000111.0,Regular School,High,No,2016-2017,DE,19963,0.303550295857988,0.0931768158473955,0.689839572192513,37917.0,17.2905982905983,0.354623450905624,66.0
100124000242.0,Regular School,High,No,2016-2017,DE,19803,0.856205250596659,0.0617283950617284,0.96078431372549,105708.0,17.969474969475,0.299447513812155,59.0
100124000246.0,Regular School,High,No,2016-2017,DE,19809,0.788472964943553,0.0339188370684434,0.692429022082019,102383.0,18.3137973137973,0.283914728682171,77.0
100124000247.0,Regular School,High,No,2016-2017,DE,19810,0.719058823529412,0.0657681940700809,0.710382513661202,86429.0,18.970695970696,0.165605095541401,70.0
100130000274.0,Regular School,High,No,2016-2017,DE,19808,0.826745718050066,0.0820209973753281,0.66328125,95065.0,15.5714285714286,0.447880870561283,55.0
100130000276.0,Regular School,High,No,2016-2017,DE,19807,0.811893203883495,0.0280373831775701,0.835630965005302,151750.0,18.7704517704518,0.302702702702703,65.0
100153000158.0,Regular School,High,No,2016-2017,DE,19973,0.533549783549784,0.075028636884307,0.63972602739726,57929.0,15.6153846153846,0.533715925394548,62.0
100162000299.0,Regular School,High,No,2016-2017,DE,19977,0.503243427791055,0.102544625902013,0.535479151426481,51103.0,17.026862026862,0.28099173553719,95.0
100185000194.0,Regular School,High,No,2016-2017,DE,19950,0.373791621911923,0.119109102646869,0.553511705685619,50739.0,15.996336996337,0.452631578947368,43.0
120003000013.0,Regular School,High,No,2016-2017,FL,32609,0.732411304870716,0.121073672187322,0.360215053763441,19782.0,24.035409035409,0.37962962962963,59.0
120003000019.0,Regular School,High,No,2016-2017,FL,32669,0.654947916666667,0.0416253716551041,0.654781199351702,54225.0,21.6910866910867,0.430313588850174,23.0
120003000020.0,Regular School,High,No,2016-2017,FL,32615,0.643496357960458,0.0544682857816553,0.6038104543234,46554.0,22.6678876678877,0.364757709251101,36.0
120003000028.0,Regular School,High,No,2016-2017,FL,32641,0.382407066617593,0.116580310880829,0.450915141430948,33354.0,26.7216117216117,0.488112927191679,53.0
120003000029.0,Regular School,High,No,2016-2017,FL,32606,0.810068649885583,0.0298013245033113,0.683248730964467,75341.0,23.3516483516484,0.263061411549038,69.0
120006000035.0,Regular School,High,No,2016-2017,FL,32040,0.380206479174083,0.094651789149673,0.792228390166534,65391.0,17.4908424908425,0.387903225806452,78.0
120009000039.0,Regular School,High,No,2016-2017,FL,32401,0.545277507302824,0.209809264305177,0.746478873239437,25747.0,22.6190476190476,0.484598046581518,64.0
120009000064.0,Regular School,High,No,2016-2017,FL,32401,0.352538275584206,0.108850457782299,0.420998980632008,35256.0,20.3724053724054,0.463494667760459,54.0
120009000067.0,Regular School,High,No,2016-2017,FL,32444,0.521657754010695,0.0433620433620434,0.573690621193666,43151.0,23.1562881562882,0.296099290780142,78.0
120009004305.0,Regular School,High,No,2016-2017,FL,32407,0.647002551020408,0.0813953488372093,0.396911898274296,48778.0,23.2783882783883,0.35583596214511,74.0
120009007903.0,Regular School,High,Yes,2016-2017,FL,32404,0.67201166180758,0.18,0.373123659756969,25392.0,22.7411477411477,0.125230202578269,35.0
120012000070.0,Regular School,High,No,2016-2017,FL,32091,0.473026080743123,0.130543933054393,0.513910355486862,33636.0,17.979242979243,0.414841849148418,35.0
120015000078.0,Regular School,High,No,2016-2017,FL,32780,0.632786885245902,0.20293554562859,0.5,29099.0,22.032967032967,0.316187594553706,76.0
120015000088.0,Regular School,High,No,2016-2017,FL,32796,0.590235081374322,0.0853722019781364,0.354297693920335,41615.0,22.8632478632479,0.334794040315513,57.0
120015000090.0,Regular School,High,No,2016-2017,FL,32955,0.3525,0.160958904109589,0.11829134720701,20625.0,22.6434676434676,0.268221574344023,74.0
120015000100.0,Regular School,High,No,2016-2017,FL,32926,0.397819314641745,0.184439973172368,0.316860465116279,30345.0,20.006105006105,0.595744680851064,96.0
120015000103.0,Regular School,High,No,2016-2017,FL,32901,0.63663890991673,0.176470588235294,0.469387755102041,28940.0,23.0586080586081,0.216807558428642,111.0
120015000104.0,Regular School,High,No,2016-2017,FL,32901,0.686366932559826,0.112665406427221,0.548663101604278,42364.0,22.5457875457875,0.442728442728443,87.0
120015000109.0,Regular School,High,No,2016-2017,FL,32935,0.541037426132633,0.154243542435424,0.615643964935941,42823.0,21.5445665445665,0.351961950059453,94.0
120015000118.0,Regular School,High,No,2016-2017,FL,32953,0.677446451070979,0.15568570034163,0.580099502487562,37185.0,22.3504273504273,0.217478318879253,80.0
120015000119.0,Regular School,High,No,2016-2017,FL,32953,0.677446451070979,0.15568570034163,0.580099502487562,37185.0,25.8424908424908,0.0765957446808511,52.0
120015000127.0,Regular School,High,No,2016-2017,FL,32931,0.843220338983051,0.102790014684288,0.535976505139501,64151.0,24.5482295482295,0.196735395189003,61.0
120015000131.0,Regular School,High,No,2016-2017,FL,32937,0.890625,0.0253807106598985,0.720739219712526,61726.0,23.8156288156288,0.151162790697674,67.0
120015002977.0,Regular School,High,No,2016-2017,FL,32927,0.539008894536213,0.10989010989011,0.940397350993378,56912.0,23.5225885225885,0.306408544726302,80.0
120015003293.0,Regular School,High,No,2016-2017,FL,32908,0.536483445837351,0.0919780011378722,0.560511643161692,42979.0,21.5445665445665,0.375537799631223,84.0
120015003296.0,Regular School,High,No,2016-2017,FL,32935,0.6939586645469,0.0991080277502478,0.786802030456853,39558.0,26.2332112332112,0.0842872008324662,54.0
120015004244.0,Regular School,High,No,2016-2017,FL,32940,0.677391677391677,0.113516113516114,0.753640776699029,66603.0,22.960927960928,0.0754048582995951,97.0
120015007530.0,Regular School,High,No,2016-2017,FL,32907,0.521924626688789,0.224315952503872,0.665893271461717,48565.0,19.2979242979243,0.47966573816156,92.0
120018000153.0,Regular School,High,No,2016-2017,FL,33020,0.517125587642713,0.123298638911129,0.441,35256.0,20.5677655677656,0.57639569049951,100.0
120018000157.0,Regular School,High,No,2016-2017,FL,33312,0.62258876153201,0.11660777385159,0.405096660808436,42275.0,19.0781440781441,0.723174603174603,65.0
120018000160.0,Regular School,High,No,2016-2017,FL,33024,0.462140063988624,0.118674918092465,0.639219934994583,51500.0,19.3223443223443,0.584615384615385,101.0
120018000168.0,Regular School,High,No,2016-2017,FL,33060,0.257062146892655,0.310185185185185,0.157093425605536,15942.0,17.6862026862027,0.759882869692533,96.0
